城市,职位名称,职位描述,薪资,经验,学历,标签,更新时间,职位链接,公司名称,公司地址,成立日期,简介,,,,,,,,,,,,
上海,「【社区】Golang架构师招聘」_得物App招聘-BOSS直聘,工作职责：参与公司项目业务开发，微服务化服务开发；职位要求：1.3年以上工作经验，计算机软件或相关专业；2. 熟悉golang基础数据结构，goruntime原理；3. 熟悉分布式、多线程及高性能的设计与编码及性能调优；4. 熟悉redis，local cache缓存框架技术；5. 有良好的代码习惯，结构清晰，命名规范，逻辑性强，熟悉设计模式理论；6. 熟悉MySQL数据库设计、查询性能优化和存储优化方面经验。随时贯彻最优化开发的思想；7. 有很强的与业务人员的沟通能力，分析问题和解决问题的能力，有强烈的责任心，有强大的抗压能力；8. 热爱开发工作，追求细节，追求完美，团队合作意识良好；9. 有大型社区/电商项目经验优先。,25-50K·16薪,3-5年,本科,Go,2020/6/27,https://www.zhipin.com/job_detail/69a72bff824309d40HVz3Nq_Flo~.html,上海识装信息科技有限公司,上海市 杨浦区 互联宝地,2015/7/27,"得物App是由上海识装信息科技有限公司推出，目前国内领先的集正品运动潮流装备交易、球鞋潮牌真伪鉴别、互动图片社区于一体的综合性软件。基于在运动及潮流装备真伪鉴别领域多年的积累与沉淀，得物App于2017年8月开创性的推出了""先鉴别，再发货""的购物流程，确保于平台购买的商品",,,,,,,,,,,,
上海,「【社区】Golang架构师招聘」_得物App招聘-BOSS直聘,职位描述：工作职责：参与公司项目业务开发，微服务化服务开发；职位要求：1.3年以上工作经验，计算机软件或相关专业；2. 熟悉golang基础数据结构，goruntime原理；3. 熟悉分布式、多线程及高性能的设计与编码及性能调优；4. 熟悉redis，local cache缓存框架技术；5. 有良好的代码习惯，结构清晰，命名规范，逻辑性强，熟悉设计模式理论；6. 熟悉MySQL数据库设计、查询性能优化和存储优化方面经验。随时贯彻最优化开发的思想；7. 有很强的与业务人员的沟通能力，分析问题和解决问题的能力，有强烈的责任心，有强大的抗压能力；8. 热爱开发工作，追求细节，追求完美，团队合作意识良好；9. 有大型社区/电商项目经验优先。,20-40K·15薪,3-5年,本科,Go,2020/6/24,https://www.zhipin.com/job_detail/af4c5b9c6cf7fbaf0HVz0ti8FVY~.html,上海识装信息科技有限公司,上海杨浦区互联宝地221号C#501,2015/7/27,"得物App是由上海识装信息科技有限公司推出，目前国内领先的集正品运动潮流装备交易、球鞋潮牌真伪鉴别、互动图片社区于一体的综合性软件。基于在运动及潮流装备真伪鉴别领域多年的积累与沉淀，得物App于2017年8月开创性的推出了""先鉴别，再发货""的购物流程，确保于平台购买的商品",,,,,,,,,,,,
上海,「资深/高级/golang开发工程师招聘」_得物App招聘-BOSS直聘,职位要求：1. 2 年以上 golang 工作经验，计算机软件或相关专业。2. 熟悉 golang 基础数据结构，goruntime 原理。3. 熟悉分布式、多线程及高性能的设计与编码及性能调优。4. 熟悉 redis，local cache 缓存框架技术。5. 有良好的代码习惯，结构清晰，命名规范，逻辑性强，熟悉设计模式理论。6. 熟悉 MySQL 数据库设计、查询性能优化和存储优化方面经验。随时贯彻最优化开发的思想。7. 有很强的与业务人员的沟通能力，分析问题和解决问题的能力，有强烈的责任心，有强大的抗压能力。8. 热爱开发工作，追求细节，追求完美，团队合作意识良好。9. 有大型电商项目或社交开发经验优先。10. 有 PHP 开发经验优先。,28-55K·16薪,5-10年,学历不限,"Go,PHP,分布式技术,计算机软件",2020/6/25,https://www.zhipin.com/job_detail/692afa4f35bde9860XNz0tq8EFI~.html,上海识装信息科技有限公司,上海市 杨浦区 互联宝地 C2栋,2015/7/27,"得物App是由上海识装信息科技有限公司推出，目前国内领先的集正品运动潮流装备交易、球鞋潮牌真伪鉴别、互动图片社区于一体的综合性软件。基于在运动及潮流装备真伪鉴别领域多年的积累与沉淀，得物App于2017年8月开创性的推出了""先鉴别，再发货""的购物流程，确保于平台购买的商品",,,,,,,,,,,,
上海,「资深/高级/golang开发工程师招聘」_得物App招聘-BOSS直聘,1. 2 年以上 golang 工作经验，计算机软件或相关专业。2. 熟悉 golang 基础数据结构，goruntime 原理。3. 熟悉分布式、多线程及高性能的设计与编码及性能调优。4. 熟悉 redis，local cache 缓存框架技术。5. 有良好的代码习惯，结构清晰，命名规范，逻辑性强，熟悉设计模式理论。6. 熟悉 MySQL 数据库设计、查询性能优化和存储优化方面经验。随时贯彻最优化开发的思想。7. 有很强的与业务人员的沟通能力，分析问题和解决问题的能力，有强烈的责任心，有强大的抗压能力。8. 热爱开发工作，追求细节，追求完美，团队合作意识良好。9. 有大型电商项目或社交开发经验优先。10. 有 PHP 开发经验优先。,15-25K·13薪,3-5年,本科,"Go,PHP,分布式技术,计算机软件",2020/6/22,https://www.zhipin.com/job_detail/c4eeb039c7cdbe030X153Nq6E1o~.html,上海识装信息科技有限公司,上海市 杨浦区 上海识装信息科技有限公司,2015/7/27,"得物App是由上海识装信息科技有限公司推出，目前国内领先的集正品运动潮流装备交易、球鞋潮牌真伪鉴别、互动图片社区于一体的综合性软件。基于在运动及潮流装备真伪鉴别领域多年的积累与沉淀，得物App于2017年8月开创性的推出了""先鉴别，再发货""的购物流程，确保于平台购买的商品",,,,,,,,,,,,
上海,「Golang游戏服务器开发工程师招聘」_欢乐互娱招聘-BOSS直聘,"职位要求:      1、至少3年以上游戏服务器开发经验( go最佳)，并有完整游戏上线经验。      2、熟悉golang/C/C++,熟悉python/lua任意一种脚本语言。      3、熟悉网络编程，TCP/IP协议，HTTP协议。      4、熟悉MySQL/redis/mongodb等 常见数据库。      5、对高并发、高可用架构系统有深刻理解，有分布式服务设计或开发经验者优先。      6、对操作系统，多进程，多线程模型有深刻理解的优先。工作内容:      1、服务器端架构设计与通讯协议拟定;      2、服务器端核心模块与逻辑代码实现;      3、服务器端负载优化，网络安全方案设计;          4、分析策划案的技术可行性,根据策划文档，独立设计开发相应的游戏模块;      5、了解整个游戏服务器系统，维护相应的模块;      6、保证服务稳定高效的运行;      7、开发维护服务器底层,开发游戏逻辑，开发周边支持工具等。福利:1、14薪+项目奖金，数钱数到手抽筋2、每年公司免费体检，父母体检可报销，父母来_上海车费报销，探亲假....3、每年至少一次旅游，巴厘岛，日本，泰国，欧洲.随便选4、公司自助式食堂，每日免费三餐，每日下午免费水果伺侯这是一个开放世界( 没有线性层级限制)，高自由度(自己决定发展路径，做什么项目),沙盒(自提案，自组队)",20-40K,3-5年,本科,"ECS,帧同步,全球同服分布式服务器",2020/6/22,https://www.zhipin.com/job_detail/f04b2c0c881309b10XN_09m8FVc~.html,欢乐互娱（上海）科技股份有限公司,上海浦东新区欢乐互娱(上海)科技股份有限公司,2009/7/2,"欢乐互娱（上海）科技股份有限公司创办于2009年，是上海市高新技术企业，2016年登陆新三板，是国内著名的游戏公司，创造了游戏界的奇迹，研发过月流水过亿的页游《街机三国》，又成功研发了月流水过9亿的《龙之谷》手游，连续爆款了两个游戏，是行业中少有的连续成功的游戏研发公司。 我们的愿景是""",,,,,,,,,,,,
上海,「中高级Golang开发工程师招聘」_RunX跑先体育传媒招聘-BOSS直聘,岗位描述：1.参与SAAS平台的架构设计与开发；2.参与业务模块的业务开发和抽象。任职资格：1. 至少2年以上开发经验，熟练掌握至少一种后端开发语言，比如PHP/C++/Golang/Java/Python，能够或愿意使用Golang进行开发；2. 有良好的数据结构、算法基础，熟悉Linux操作系统、网络协议、多线程编程；3. 具备很强的编码能力、抽象能力，有良好的编程风格；4. 有开源项目参与经验优先；5. 熟悉kubernetes、docker者优先。,13-25K,1-3年,本科,"PHP,Java,C/C++",2020/6/25,https://www.zhipin.com/job_detail/237d8eb3be08af3d0nVy3Ny9FVQ~.html,上海答派体育文化发展有限公司,上海市 闵行区 龙湖虹桥天街G栋 602室,2018/1/25,跑先集团（Runx Group）是成立于2011年的体育、文化产业投资集团，总部位于上海，围绕品牌化、产业化并举战略，在全球范围内布局赛事版权、体育赞助、体育经纪、品牌包装、电竞等业务，集团正致力于打造全球体育、文化营销生态圈。跑先集团旗下拥有三大业务主体企业，分别是上海维迪赛文化传媒有限公司、上,,,,,,,,,,,,
上海,「Golang高级/资深研发工程师招聘」_得物App招聘-BOSS直聘,1. 2 年以上 golang 工作经验，计算机软件或相关专业。2. 熟悉 golang 基础数据结构，goruntime 原理。3. 熟悉分布式、多线程及高性能的设计与编码及性能调优。4. 熟悉 redis，local cache 缓存框架技术。5. 有良好的代码习惯，结构清晰，命名规范，逻辑性强，熟悉设计模式理论。6. 熟悉 MySQL 数据库设计、查询性能优化和存储优化方面经验。随时贯彻最优化开发的思想。7. 有很强的与业务人员的沟通能力，分析问题和解决问题的能力，有强烈的责任心，有强大的抗压能力。8. 热爱开发工作，追求细节，追求完美，团队合作意识良好。9. 有大型电商项目或社交开发经验优先。,20-40K·16薪,3-5年,学历不限,"Go,后端开发,Linux,社交网络",2020/6/20,https://www.zhipin.com/job_detail/674be77acbc6024a0XF73N24E1c~.html,上海识装信息科技有限公司,上海市 杨浦区 互联宝地 C2栋5楼,2015/7/27,"得物App是由上海识装信息科技有限公司推出，目前国内领先的集正品运动潮流装备交易、球鞋潮牌真伪鉴别、互动图片社区于一体的综合性软件。基于在运动及潮流装备真伪鉴别领域多年的积累与沉淀，得物App于2017年8月开创性的推出了""先鉴别，再发货""的购物流程，确保于平台购买的商品",,,,,,,,,,,,
上海,「高级Golang研发工程师招聘」_曼图科技招聘-BOSS直聘,高级GO开发工程师 岗位要求：1. 本科及以上学历，计算机及其相关专业。要求三年以上开发经验。2. 擅长Go或C++语言；熟悉Linux/UNIX操作系统下的开发。会两种开发语言尤佳；3. 熟悉区块链平台产品，如Bitcoin，Ethereum，Hyperledger等，深入理解区块链核心技术优先；4. 熟悉数据结构和算法，对密码学，安全协议和加密算法有研究优先；5. 熟悉分布式系统的相关技术原理优先；6. 具备良好的团队合作能力、分析解决问题能力，能够独立承担任务；,15-30K,3-5年,本科,"Linux,Golang,系统架构",2020/5/29,https://www.zhipin.com/job_detail/18551b0f48fe0f2b1HR-29m1EFE~.html,上海曼图科技有限公司,上海静安区永鼎大厦906,2010/12/22,公司是一家初创的安全网络交易科技企业。公司在人工智能、开放式互联网交易平台、网络入侵·行为实时分析等领域拥有自主核心技术，并建立起以密码技术和人工智能技术为基础、以身份认证技术为核心、以信息安全为主导、以安全、高效、开放的互联网交易平台应用为拓展的产业模式。公司由原Morgan,,,,,,,,,,,,
上海,「资深Golang开发工程师招聘」_捞月狗招聘-BOSS直聘,"岗位职责：1. 完成需求实现，及相关服务的接口设计和方案制定；2.参与架构优化，代码重构，提升服务的可用性和扩展能力;3.调研技术优化方案，并协调推进落地；岗位要求：1. 3年以上服务开发经验，且一年以上纯Golang开发经验。有主导，参与中大型互联网项目经验者优先。2. 技术基础扎实，熟悉操作系统原理，掌握常用数据结构、算法及主流技术方案。有建模能力者优先，本科及以上计算机相关专业背景优先。3. 英文读写能力强，习惯通过官方文档，google, github，stackoverflow等途径寻找问题答案。CET-6优先；4. 熟悉linux环境配置及优化，熟悉TCP/IP协议栈。掌握Sockets编程，数据库、缓存设计，分布式集群设计。有IM，直播，支付系统经验者优先。5. 沟通推进，团队协作能力强，有良好的抗压能力。有项目主导、管理经验者优先。6. 学习，理解能强，技术热情高。有开源项目参与经验者优先。",25-50K,3-5年,本科,"Linux,golang,服务端开发",2020/6/27,https://www.zhipin.com/job_detail/1fd01810c7c6f4a00nZy2N65F1I~.html,上海竟跃网络科技有限公司,上海市 徐汇区 华鑫慧享城 上海徐汇区宜州路198号华鑫慧享城C2栋,2016/4/29,捞月狗成立于2012年，由知名魔兽视频作者痞子狼创立。公司主要产品是捞月狗App，主要提供游戏陪玩，电竞内容社区，一对一语音交友等服务。受众群为游戏玩家，目前完成C轮投资，历史投资者有IDG、SIG、天图资本等知名投资机构，目前估值20亿。公司总部在上海，客服分部在海口。我司基本,,,,,,,,,,,,
上海,「资深/高级/golang开发工程师招聘」_得物App招聘-BOSS直聘,职位要求：1. 2 年以上 golang 工作经验，计算机软件或相关专业。2. 熟悉 golang 基础数据结构，goruntime 原理。3. 熟悉分布式、多线程及高性能的设计与编码及性能调优4. 熟悉 redis，local cache 缓存框架技术。5. 有良好的代码习惯，结构清晰，命名规范，逻辑性强，熟悉设计模式理论。6. 熟悉 MySQL 数据库设计、查询性能优化和存储优化方面经验。随时贯彻最优化开发的思想。7. 有很强的与业务人员的沟通能力，分析问题和解决问题的能力，有强烈的责任心，有强大的抗压能力。8. 热爱开发工作，追求细节，追求完美，团队合作意识良好。9. 有大型电商项目或社交开发经验优先。10. 有 PHP 开发经验优先。,30-50K·14薪,3-5年,本科,"Go,PHP,分布式技术,计算机软件",2020/6/24,https://www.zhipin.com/job_detail/13eca5988cabff380X1-3NW-EVQ~.html,上海识装信息科技有限公司,上海杨浦区上海识装信息科技有限公司c3栋5楼,2015/7/27,"得物App是由上海识装信息科技有限公司推出，目前国内领先的集正品运动潮流装备交易、球鞋潮牌真伪鉴别、互动图片社区于一体的综合性软件。基于在运动及潮流装备真伪鉴别领域多年的积累与沉淀，得物App于2017年8月开创性的推出了""先鉴别，再发货""的购物流程，确保于平台购买的商品",,,,,,,,,,,,
上海,「Golang手游服务器开发工程师招聘」_光爪网络招聘-BOSS直聘,"岗位职责:1. 使用Golang开发分布式游戏服务器2. 根据策划案实现游戏功能, 设计和客户端的交互接口/通讯协议, 设计数据保存结构3. 编写单元测试/性能测试, 确保代码高质量以及高性能岗位要求:1.本科以上学历, 计算机软件相关专业2.至少一年以上游戏行业经验3. 有使用Go编写多线程网络服务器的经验, 精通多线程下的数据安全4. 熟练使用Git和Github5. 对代码性能执着追求, 精通各种数据结构6. 拥有很强的解决问题的能力, 知道在Google中合理键入关键字找到相关内容",20-40K,3-5年,本科,"Golang,游戏开发,C++,服务器配置,游戏引擎,游戏,Go",2020/6/24,https://www.zhipin.com/job_detail/855d8a419b7072b61nB92Ni_FFE~.html,上海光爪网络科技有限公司,上海市 闵行区 虹桥国际商务广场 B座509,2016/7/8,上海光爪网络科技有限公司是一家集手机游戏研发和全球发行于一体的互联网企业，立志将最有创意的产品和内容带给所有热爱游戏的玩家。目前公司线上运营产品：《欢乐大作战》放置知名产品，稳定月营收千万以上，另有SLG也处于商业调优阶段，品质出众！我们毕业于香港大学、华中科技大学等知名院校我们来自,,,,,,,,,,,,
上海,「资深/高级/golang开发工程师招聘」_得物App招聘-BOSS直聘,工作职责：参与鉴定服务与鉴定讨论区项目开发。职位要求：1. 2 年以上 golang 工作经验，计算机软件或相关专业。2. 熟悉 golang 基础数据结构，goruntime 原理。3. 熟悉分布式、多线程及高性能的设计与编码及性能调优。4. 熟悉 redis，local cache 缓存框架技术。5. 有良好的代码习惯，结构清晰，命名规范，逻辑性强，熟悉设计模式理论。6. 熟悉 MySQL 数据库设计、查询性能优化和存储优化方面经验。随时贯彻最优化开发的思想。7. 有很强的与业务人员的沟通能力，分析问题和解决问题的能力，有强烈的责任心，有强大的抗压能力。8. 热爱开发工作，追求细节，追求完美，团队合作意识良好。9. 有大型电商项目或社交开发经验优先。10. 有 PHP 开发经验优先。职位信息工作经验3年 - 5年,20-35K·16薪,3-5年,本科,"Go,PHP",2020/5/29,https://www.zhipin.com/job_detail/5440540a8081d5450X1z2ti-GVo~.html,上海识装信息科技有限公司,上海杨浦区互联宝地,2015/7/27,"得物App是由上海识装信息科技有限公司推出，目前国内领先的集正品运动潮流装备交易、球鞋潮牌真伪鉴别、互动图片社区于一体的综合性软件。基于在运动及潮流装备真伪鉴别领域多年的积累与沉淀，得物App于2017年8月开创性的推出了""先鉴别，再发货""的购物流程，确保于平台购买的商品",,,,,,,,,,,,
上海,「Golang软件开发工程师招聘」_韬安招聘-BOSS直聘,岗位职责：1、参与公司基础服务产品（日数据量数十亿级别）的设计、研发工作；2、与产品经理沟通产品需求；3、进行相关产品的技术文档编写，方案设计；4、学习研究业界先进技术，保持技术进步。任职资格：1、本科以上学历，计算机相关专业，2年+服务器端开发经验；2、深入理解计算机原理，扎实的数据结构和算法基础；3、良好的编码和文档习惯，对代码美感的追求孜孜不倦；4、熟悉go语言，有go的项目开发经验者；5、熟悉常用的sql、nosql数据库原理，阅读和理解优秀的开源系统代码；6、具有分布式系统设计及大型项目开发经验者优先。学历无法通过学信网查到的勿投，谢谢！,11-20K,3-5年,本科,"Go,分布式技术",2020/6/27,https://www.zhipin.com/job_detail/71ca11fad85fd9a10XV-3tu9Els~.html,上海韬安信息技术有限公司,上海宝山区空间技术应用产业基地7楼712室,,上海韬安信息技术有限公司成立于2017年4月，公司经营范围为从事信息技术及物联网科技领域内的技术开发、技术转让、技术咨询、技术服务；计算机软件开发，计算机信息系统集成；楼宇智能化工程；电脑图文设计制作；计算机软硬件及辅助设备、楼宇智能化设备、通信设备、安防设备的开发和销售。     目前,,,,,,,,,,,,
上海,「C++/Golang工程师招聘」_万向区块链招聘-BOSS直聘,岗位职责：1、参与系统平台的设计和改进；2、负责系统平台的服务端开发和性能调优；3、负责系统平台的日常维护、支持；4、与业务团队沟通并收集需求，持续改进系统。任职要求：1、数学，物理，统计，计算机等相关理工类专业本科及以上学历；2、具有Windows或Linux下的C++/Golang项目开发经验；3、熟悉Python编程语言，具有Python开发或数据分析经验者优先；4、熟悉股票、期货、基金等金融行业知识，具备一定风险意识；5、工作细致、严谨，具有良好的团队协作能力，热爱技术并能自主钻研；6、有良好的编码自测及性能调优能力，具有量化交易平台开发经验者优先。,15-25K,经验不限,本科,"Go,C++,Python",2020/6/27,https://www.zhipin.com/job_detail/31676aaed8a3a6720Hd639-_F1U~.html,上海万向区块链股份公司,上海虹口区华虹国际大厦,2017/1/11,2015年，万向集团金融板块中国万向控股有限公司在区块链技术领域开始了战略性布局，成立了国内首个区块链研究机构万向区块链实验室。以太坊创始人VitalikButerin担任首席科学家。实验室致力于区块链技术研究和普及，通过翻译出版区块链丛书、举办全球峰会、参与区块链标准制定等方式，全力推动行业发展。,,,,,,,,,,,,
上海,「社区】资深/高级/golang开发工程师招聘」_得物App招聘-BOSS直聘,工作职责：参与鉴定服务与鉴定讨论区项目开发。职位要求：1. 2 年以上 golang 工作经验，计算机软件或相关专业。2. 熟悉 golang 基础数据结构，goruntime 原理。3. 熟悉分布式、多线程及高性能的设计与编码及性能调优。4. 熟悉 redis，local cache 缓存框架技术。5. 有良好的代码习惯，结构清晰，命名规范，逻辑性强，熟悉设计模式理论。6. 熟悉 MySQL 数据库设计、查询性能优化和存储优化方面经验。随时贯彻最优化开发的思想。7. 有很强的与业务人员的沟通能力，分析问题和解决问题的能力，有强烈的责任心，有强大的抗压能力。8. 热爱开发工作，追求细节，追求完美，团队合作意识良好。9. 有大型电商项目或社交开发经验优先。10. 有 PHP 开发经验优先。,20-30K,3-5年,本科,"Go,PHP,分布式技术,计算机软件",2020/6/27,https://www.zhipin.com/job_detail/ef43b7df01280e950Xx82N2_GVQ~.html,上海识装信息科技有限公司,上海市 杨浦区 互联宝地,2015/7/27,"得物App是由上海识装信息科技有限公司推出，目前国内领先的集正品运动潮流装备交易、球鞋潮牌真伪鉴别、互动图片社区于一体的综合性软件。基于在运动及潮流装备真伪鉴别领域多年的积累与沉淀，得物App于2017年8月开创性的推出了""先鉴别，再发货""的购物流程，确保于平台购买的商品",,,,,,,,,,,,
上海,「【社区】资深/高级/golang开发工程师招聘」_得物App招聘-BOSS直聘,工作职责：参与鉴定服务与鉴定讨论区项目开发。职位要求：1. 2 年以上 golang 工作经验，计算机软件或相关专业。2. 熟悉 golang 基础数据结构，goruntime 原理。3. 熟悉分布式、多线程及高性能的设计与编码及性能调优。4. 熟悉 redis，local cache 缓存框架技术。5. 有良好的代码习惯，结构清晰，命名规范，逻辑性强，熟悉设计模式理论。6. 熟悉 MySQL 数据库设计、查询性能优化和存储优化方面经验。随时贯彻最优化开发的思想。7. 有很强的与业务人员的沟通能力，分析问题和解决问题的能力，有强烈的责任心，有强大的抗压能力。8. 热爱开发工作，追求细节，追求完美，团队合作意识良好。9. 有大型电商项目或社交开发经验优先。10. 有 PHP 开发经验优先。,15-30K·13薪,3-5年,本科,"Go,PHP,分布式技术,计算机软件",2020/6/22,https://www.zhipin.com/job_detail/b99dac508a9e4c900X1_3di8Flc~.html,上海识装信息科技有限公司,上海市 杨浦区 互联宝地,2015/7/27,"得物App是由上海识装信息科技有限公司推出，目前国内领先的集正品运动潮流装备交易、球鞋潮牌真伪鉴别、互动图片社区于一体的综合性软件。基于在运动及潮流装备真伪鉴别领域多年的积累与沉淀，得物App于2017年8月开创性的推出了""先鉴别，再发货""的购物流程，确保于平台购买的商品",,,,,,,,,,,,
上海,「【识货】 Golang/PHP (应用架构方向）招聘」_得物App招聘-BOSS直聘,"工作职责：- 公司微服务总体框架的开发重构、优化现有的技术架构- 挖掘现有系统的痛点，解决系统中关键问题和并对技术难题进行攻关- 系统框架的研发，核心中间件模块的实施岗位要求:- 计算机或相关专业学历，有3年以上互联网后端开发经验- 精通 Golang/PHP中至少一种语言,熟悉 Golang 优先- 熟悉linux操作系统，具有较好的系统瓶颈发现、解决能力- 有良好的数据结构、算法基础，熟悉Linux操作系统、网络协议、多线程编程- 熟悉常见的消息队列、缓存服务和存储服务，有阅读或贡献源码者优先- 熟练使用Docker 了解及使用Docker下的开发,架构方案- 良好的编码和文档习惯,喜欢钻研技术加分:- K8S集群下架构经验- 基于 Service Mesh的架构经验- Github活跃开源项目加分",20-40K·16薪,3-5年,学历不限,"Go,PHP,微服务,高并发,分布式技术,开源,架构师,sevicemesh",2020/6/26,https://www.zhipin.com/job_detail/620c7fe24272a6280XB_2dW5FVE~.html,上海识装信息科技有限公司,上海市 杨浦区 互联宝地 黄兴路221号C3 四楼,2015/7/27,"得物App是由上海识装信息科技有限公司推出，目前国内领先的集正品运动潮流装备交易、球鞋潮牌真伪鉴别、互动图片社区于一体的综合性软件。基于在运动及潮流装备真伪鉴别领域多年的积累与沉淀，得物App于2017年8月开创性的推出了""先鉴别，再发货""的购物流程，确保于平台购买的商品",,,,,,,,,,,,
上海,「【社区】资深/高级/golang开发工程师招聘」_得物App招聘-BOSS直聘,职位描述：工作职责：参与鉴定服务与鉴定讨论区项目开发。职位要求：1. 2 年以上 golang 工作经验，计算机软件或相关专业。2. 熟悉 golang 基础数据结构，goruntime 原理。3. 熟悉分布式、多线程及高性能的设计与编码及性能调优。4. 熟悉 redis，local cache 缓存框架技术。5. 有良好的代码习惯，结构清晰，命名规范，逻辑性强，熟悉设计模式理论。6. 熟悉 MySQL 数据库设计、查询性能优化和存储优化方面经验。随时贯彻最优化开发的思想。7. 有很强的与业务人员的沟通能力，分析问题和解决问题的能力，有强烈的责任心，有强大的抗压能力。8. 热爱开发工作，追求细节，追求完美，团队合作意识良好。9. 有大型电商项目或社交开发经验优先。10. 有 PHP 开发经验优先。,20-40K·15薪,3-5年,本科,"Go,PHP,分布式技术,计算机软件",2020/6/24,https://www.zhipin.com/job_detail/2a85fefbf06d407c0X1-2tm_ElI~.html,上海识装信息科技有限公司,上海杨浦区互联宝地221号C#501,2015/7/27,"得物App是由上海识装信息科技有限公司推出，目前国内领先的集正品运动潮流装备交易、球鞋潮牌真伪鉴别、互动图片社区于一体的综合性软件。基于在运动及潮流装备真伪鉴别领域多年的积累与沉淀，得物App于2017年8月开创性的推出了""先鉴别，再发货""的购物流程，确保于平台购买的商品",,,,,,,,,,,,
上海,「【社区】资深/高级/golang开发工程师招聘」_得物App招聘-BOSS直聘,职位描述：工作职责：参与鉴定服务与鉴定讨论区项目开发。职位要求：1. 2 年以上 golang 工作经验，计算机软件或相关专业。2. 熟悉 golang 基础数据结构，goruntime 原理。3. 熟悉分布式、多线程及高性能的设计与编码及性能调优。4. 熟悉 redis，local cache 缓存框架技术。5. 有良好的代码习惯，结构清晰，命名规范，逻辑性强，熟悉设计模式理论。6. 熟悉 MySQL 数据库设计、查询性能优化和存储优化方面经验。随时贯彻最优化开发的思想。7. 有很强的与业务人员的沟通能力，分析问题和解决问题的能力，有强烈的责任心，有强大的抗压能力。8. 热爱开发工作，追求细节，追求完美，团队合作意识良好。9. 有大型电商项目或社交开发经验优先。10. 有 PHP 开发经验优先。,20-40K·15薪,3-5年,本科,"Go,PHP",2020/6/24,https://www.zhipin.com/job_detail/8597dbce6863bf280HR82du1FFU~.html,上海识装信息科技有限公司,上海杨浦区互联宝地221号C#501,2015/7/27,"得物App是由上海识装信息科技有限公司推出，目前国内领先的集正品运动潮流装备交易、球鞋潮牌真伪鉴别、互动图片社区于一体的综合性软件。基于在运动及潮流装备真伪鉴别领域多年的积累与沉淀，得物App于2017年8月开创性的推出了""先鉴别，再发货""的购物流程，确保于平台购买的商品",,,,,,,,,,,,
上海,「运营开发工程师招聘」_腾讯招聘-BOSS直聘,岗位职责 ：负责腾讯游戏数据营销应用系统的开发运营； 负责腾讯游戏营销通用服务的开发； 负责腾讯游戏营销基础平台及组件的开发。岗位要求： 1、硕士及以上学历，精通C++/GO/PHP/Swoole开发。 2、对微服务架构有一定程度的研究并有开发经验，在服务治理，服务监控方面有相关经验。 3、熟悉Web技术栈和Web应用开发，包括HTTP、安全、数据库、缓存、消息队列等。 4、熟悉SQL和数据库设计，具备mysql数据库设计和性能优化经验；熟悉主流非关系性数据库、缓存技术，例如：Redis、MongoDB、Memcached等。 5、掌握基本的前端知识js、ajax等，了解前后端分离架构。6、了解Linux/Unix系统常用命令，了解docker、kubernetes等容器技术。 7、有高并发，海量用户经验优先。8、对游戏及其运营营销平台系统有兴趣者优先。,2-4K,3-5年,本科,"Go,C++,PHP,JavaScript",2020/6/18,https://www.zhipin.com/job_detail/701dfea1f343faf533R53Ny_EFc~.html,腾讯科技（上海）有限公司,上海徐汇区上海腾讯大厦,2008/7/23,*（有兴趣的同学可以直接发送简历提高效率，看到即回复）腾讯以技术丰富互联网用户的生活。通过通信及社交平台微信和 QQ 促进用户联系，并助其连接数字内容和生活服务，尽在弹指间。通过高效广告平台，协助品牌和市场营销者触达数以亿计的中国消费者。通过金融科技及企业服务，促进合作伙伴业务发展，助力实,,,,,,,,,,,,
上海,「golang招聘」_上海爱可生招聘-BOSS直聘,"职位描述： 我们在做什么:0.我们的产品：面向 DBA 的全功能开源数据库（ MySQL ）管理平台. 产品描述参考：http://www.actionsky.com/cloudtree-products/cloudtree-dmp/1.我们的方向：集群调度, 集群高可用性维护, 集群分布式特性维护, 集群容灾容错, 集群服务降级.2. 我们的日常任务：日常代码, 故障排除, 读书, 设计架构,设计产品.3.相关技术文档可参照公司官网文档中心：http://www.actionsky.com/category/jssq/jswd/ 技术文档 我们需要的候选人:0.我们不在乎候选人现在的技术背景，熟悉的开发语言.1.了解各种“解决方案”，并能分析对比各方案的优劣好坏，针对的场景2.对自己的输出的品质负责.3.喜欢钻研技术，有阅读不同语言源码的能力； 4.良好的沟通能力加分项0.熟悉 MySQL ，并阅读过其中的源码1.熟悉数据库运维体系2.熟悉Linux管理体系3.有自动化运维系统开发经验 我们不建议的候选人:0.跑得通开源项目的Quick start, 就""架构师"".1.听过Paxos/Raft的基本流程, 就""精通分布式"".2.用过bash命令, 就""熟悉Linux"".3.信息来源仅包括: 百度搜索/QQ群/论坛.4.没有仔细的读到这一行.",14-28K·13薪,3-5年,本科,"分布式技术,网络协议,架构师,管理系统",2020/6/24,https://www.zhipin.com/job_detail/a3e5c08a0cfe630d0XZ439y8FVc~.html,上海爱可生信息技术股份有限公司,上海徐汇区上海爱可生信息技术有限公司,2003/2/12,上海爱可生信息技术股份有限公司是优秀的开源数据库技术、企业级数据处理技术整体解决方案提供商，是经政府认定的高新技术企业、上海市科技小巨人企业、软件企业、浦东新区企业研发机构、上海市“专、精、特、新”企业、上海大数据产业技术创新战略联盟成员、上海市软件行业协会理事单位，并通过了,,,,,,,,,,,,
